hash,horario_primeira_aparicao,horario_ultima_aparicao,posicao_inicial,posicao_final,id_imagem,numero_camera
32551f5c,2025-08-20 14:22:50,2025-08-20 14:23:27,"(375,413)","(239,246)",img_498,20
32551f5c,2025-08-20 14:23:41,2025-08-20 14:24:18,"(287,148)","(419,430)",img_720,21
32551f5c,2025-08-20 14:24:31,2025-08-20 14:25:08,"(380,311)","(87,219)",img_978,22
32551f5c,2025-08-20 14:25:16,2025-08-20 14:25:53,"(292,15)","(64,305)",img_521,23
32551f5c,2025-08-20 14:26:07,2025-08-20 14:26:44,"(423,133)","(393,222)",img_357,24
32551f5c,2025-08-20 14:26:52,2025-08-20 14:27:29,"(233,194)","(356,473)",img_416,25
32551f5c,2025-08-20 14:27:39,2025-08-20 14:28:16,"(412,500)","(222,203)",img_226,26
32551f5c,2025-08-20 14:28:24,2025-08-20 14:29:01,"(73,208)","(213,251)",img_636,27
32551f5c,2025-08-20 14:29:06,2025-08-20 14:29:43,"(130,228)","(61,206)",img_498,28
32551f5c,2025-08-20 14:29:53,2025-08-20 14:30:30,"(205,356)","(297,425)",img_352,29
32551f5c,2025-08-20 14:30:44,2025-08-20 14:31:21,"(138,1)","(24,98)",img_840,30
32551f5c,2025-08-20 14:31:35,2025-08-20 14:32:12,"(245,465)","(417,259)",img_673,31
32551f5c,2025-08-20 14:32:18,2025-08-20 14:32:55,"(468,245)","(230,82)",img_296,32
32551f5c,2025-08-20 14:33:05,2025-08-20 14:33:42,"(341,245)","(119,199)",img_511,33
32551f5c,2025-08-20 14:33:54,2025-08-20 14:34:31,"(458,377)","(79,194)",img_324,34
32551f5c,2025-08-20 14:34:36,2025-08-20 14:35:13,"(61,136)","(473,15)",img_246,35
32551f5c,2025-08-20 14:35:23,2025-08-20 14:36:00,"(492,463)","(98,340)",img_571,36
32551f5c,2025-08-20 14:36:11,2025-08-20 14:36:48,"(453,462)","(446,28)",img_166,37
32551f5c,2025-08-20 14:36:58,2025-08-20 14:37:35,"(494,65)","(252,329)",img_751,38
32551f5c,2025-08-20 14:37:48,2025-08-20 14:38:25,"(436,201)","(231,413)",img_325,39
32551f5c,2025-08-20 14:38:35,2025-08-20 14:39:12,"(407,303)","(284,220)",img_260,40
32551f5c,2025-08-20 14:39:23,2025-08-20 14:40:00,"(145,298)","(498,12)",img_443,41
32551f5c,2025-08-20 14:40:06,2025-08-20 14:40:43,"(132,302)","(300,155)",img_845,42
32551f5c,2025-08-20 14:40:58,2025-08-20 14:41:35,"(277,363)","(346,495)",img_885,43
32551f5c,2025-08-20 14:41:49,2025-08-20 14:42:26,"(388,307)","(447,395)",img_230,44
32551f5c,2025-08-20 14:42:39,2025-08-20 14:43:16,"(476,14)","(292,236)",img_717,45
32551f5c,2025-08-20 14:43:31,2025-08-20 14:44:08,"(137,344)","(61,196)",img_552,46
32551f5c,2025-08-20 14:44:18,2025-08-20 14:44:55,"(49,76)","(454,79)",img_192,47
05f183a2,2025-08-20 14:01:00,2025-08-20 14:01:23,"(199,173)","(310,76)",img_424,1
05f183a2,2025-08-20 14:01:32,2025-08-20 14:01:55,"(280,139)","(59,267)",img_662,2
05f183a2,2025-08-20 14:02:01,2025-08-20 14:02:24,"(219,130)","(125,195)",img_446,3
05f183a2,2025-08-20 14:02:33,2025-08-20 14:02:56,"(414,288)","(13,184)",img_559,4
05f183a2,2025-08-20 14:03:02,2025-08-20 14:03:25,"(75,419)","(88,355)",img_946,5
05f183a2,2025-08-20 14:03:39,2025-08-20 14:04:02,"(350,260)","(488,362)",img_338,6
05f183a2,2025-08-20 14:04:15,2025-08-20 14:04:38,"(207,80)","(288,436)",img_923,7
05f183a2,2025-08-20 14:04:45,2025-08-20 14:05:08,"(131,455)","(358,128)",img_220,8
05f183a2,2025-08-20 14:05:20,2025-08-20 14:05:43,"(138,225)","(381,382)",img_996,9
05f183a2,2025-08-20 14:05:48,2025-08-20 14:06:11,"(377,341)","(475,91)",img_404,10
05f183a2,2025-08-20 14:06:24,2025-08-20 14:06:47,"(471,145)","(209,375)",img_569,11
05f183a2,2025-08-20 14:07:02,2025-08-20 14:07:25,"(478,282)","(382,275)",img_105,12
05f183a2,2025-08-20 14:07:32,2025-08-20 14:07:55,"(160,497)","(255,212)",img_302,13
05f183a2,2025-08-20 14:08:03,2025-08-20 14:08:26,"(127,83)","(363,84)",img_966,14
05f183a2,2025-08-20 14:08:32,2025-08-20 14:08:55,"(91,266)","(134,478)",img_691,15
05f183a2,2025-08-20 14:09:07,2025-08-20 14:09:30,"(478,41)","(211,391)",img_198,16
05f183a2,2025-08-20 14:09:36,2025-08-20 14:09:59,"(208,6)","(6,125)",img_498,17
05f183a2,2025-08-20 14:10:11,2025-08-20 14:10:34,"(189,17)","(302,259)",img_269,18
05f183a2,2025-08-20 14:10:44,2025-08-20 14:11:07,"(296,206)","(453,241)",img_214,19
05f183a2,2025-08-20 14:11:15,2025-08-20 14:11:38,"(265,223)","(202,115)",img_386,20
05f183a2,2025-08-20 14:11:45,2025-08-20 14:12:08,"(237,140)","(209,421)",img_353,21
05f183a2,2025-08-20 14:12:15,2025-08-20 14:12:38,"(273,487)","(91,215)",img_336,22
05f183a2,2025-08-20 14:12:48,2025-08-20 14:13:11,"(289,170)","(382,479)",img_936,23
05f183a2,2025-08-20 14:13:23,2025-08-20 14:13:46,"(162,298)","(314,376)",img_548,24
05f183a2,2025-08-20 14:13:54,2025-08-20 14:14:17,"(217,213)","(160,483)",img_251,25
05f183a2,2025-08-20 14:14:31,2025-08-20 14:14:54,"(166,301)","(369,426)",img_276,26
05f183a2,2025-08-20 14:15:01,2025-08-20 14:15:24,"(486,426)","(258,298)",img_214,27
05f183a2,2025-08-20 14:15:34,2025-08-20 14:15:57,"(481,409)","(104,174)",img_809,28
05f183a2,2025-08-20 14:16:03,2025-08-20 14:16:26,"(53,381)","(335,163)",img_408,29
05f183a2,2025-08-20 14:16:35,2025-08-20 14:16:58,"(261,176)","(211,384)",img_292,30
05f183a2,2025-08-20 14:17:04,2025-08-20 14:17:27,"(68,498)","(167,194)",img_492,31
05f183a2,2025-08-20 14:17:33,2025-08-20 14:17:56,"(42,91)","(382,417)",img_420,32
05f183a2,2025-08-20 14:18:07,2025-08-20 14:18:30,"(213,327)","(181,258)",img_757,33
05f183a2,2025-08-20 14:18:35,2025-08-20 14:18:58,"(83,420)","(173,166)",img_817,34
05f183a2,2025-08-20 14:19:11,2025-08-20 14:19:34,"(311,214)","(478,69)",img_523,35
05f183a2,2025-08-20 14:19:47,2025-08-20 14:20:10,"(217,416)","(389,43)",img_539,36
05f183a2,2025-08-20 14:20:17,2025-08-20 14:20:40,"(239,214)","(244,178)",img_728,37
05f183a2,2025-08-20 14:20:55,2025-08-20 14:21:18,"(162,284)","(36,150)",img_860,38
05f183a2,2025-08-20 14:21:28,2025-08-20 14:21:51,"(233,192)","(291,6)",img_889,39
05f183a2,2025-08-20 14:21:58,2025-08-20 14:22:21,"(6,90)","(410,499)",img_568,40
05f183a2,2025-08-20 14:22:29,2025-08-20 14:22:52,"(11,74)","(105,122)",img_954,41
05f183a2,2025-08-20 14:23:01,2025-08-20 14:23:24,"(359,434)","(357,142)",img_536,42
05f183a2,2025-08-20 14:23:32,2025-08-20 14:23:55,"(93,30)","(190,100)",img_438,43
05f183a2,2025-08-20 14:24:00,2025-08-20 14:24:23,"(145,392)","(75,490)",img_886,44
05f183a2,2025-08-20 14:24:33,2025-08-20 14:24:56,"(167,428)","(244,87)",img_789,45
05f183a2,2025-08-20 14:25:06,2025-08-20 14:25:29,"(348,431)","(353,332)",img_699,46
05f183a2,2025-08-20 14:25:38,2025-08-20 14:26:01,"(27,421)","(4,356)",img_366,47
6b6257ea,2025-08-20 14:07:00,2025-08-20 14:07:33,"(142,231)","(62,307)",img_190,1
6b6257ea,2025-08-20 14:07:46,2025-08-20 14:08:19,"(174,138)","(167,90)",img_991,2
6b6257ea,2025-08-20 14:08:25,2025-08-20 14:08:58,"(249,235)","(223,467)",img_449,3
6b6257ea,2025-08-20 14:09:07,2025-08-20 14:09:40,"(281,466)","(476,393)",img_948,4
6b6257ea,2025-08-20 14:09:45,2025-08-20 14:10:18,"(390,368)","(8,370)",img_822,5
6b6257ea,2025-08-20 14:10:25,2025-08-20 14:10:58,"(65,63)","(422,162)",img_328,6
6b6257ea,2025-08-20 14:11:09,2025-08-20 14:11:42,"(127,60)","(142,260)",img_600,7
6b6257ea,2025-08-20 14:11:55,2025-08-20 14:12:28,"(269,476)","(151,387)",img_633,8
6b6257ea,2025-08-20 14:12:42,2025-08-20 14:13:15,"(169,335)","(469,447)",img_218,9
6b6257ea,2025-08-20 14:13:27,2025-08-20 14:14:00,"(9,481)","(58,500)",img_741,10
6b6257ea,2025-08-20 14:14:06,2025-08-20 14:14:39,"(258,234)","(130,86)",img_994,11
6b6257ea,2025-08-20 14:14:45,2025-08-20 14:15:18,"(500,207)","(477,33)",img_235,12
6b6257ea,2025-08-20 14:15:32,2025-08-20 14:16:05,"(144,241)","(107,448)",img_441,13
6b6257ea,2025-08-20 14:16:12,2025-08-20 14:16:45,"(383,205)","(209,301)",img_567,14
6b6257ea,2025-08-20 14:16:53,2025-08-20 14:17:26,"(317,36)","(411,172)",img_451,15
6b6257ea,2025-08-20 14:17:34,2025-08-20 14:18:07,"(394,225)","(9,108)",img_860,16
6b6257ea,2025-08-20 14:18:17,2025-08-20 14:18:50,"(316,127)","(146,285)",img_617,17
6b6257ea,2025-08-20 14:19:03,2025-08-20 14:19:36,"(231,153)","(452,4)",img_708,18
6b6257ea,2025-08-20 14:19:43,2025-08-20 14:20:16,"(146,129)","(451,336)",img_297,19
6b6257ea,2025-08-20 14:20:24,2025-08-20 14:20:57,"(102,349)","(402,21)",img_832,20
6b6257ea,2025-08-20 14:21:09,2025-08-20 14:21:42,"(87,313)","(291,369)",img_929,21
6b6257ea,2025-08-20 14:21:53,2025-08-20 14:22:26,"(285,112)","(491,395)",img_721,22
6b6257ea,2025-08-20 14:22:33,2025-08-20 14:23:06,"(155,259)","(22,362)",img_560,23
6b6257ea,2025-08-20 14:23:20,2025-08-20 14:23:53,"(446,494)","(472,355)",img_253,24
6b6257ea,2025-08-20 14:23:59,2025-08-20 14:24:32,"(198,495)","(148,88)",img_560,25
6b6257ea,2025-08-20 14:24:45,2025-08-20 14:25:18,"(367,154)","(115,283)",img_524,26
6b6257ea,2025-08-20 14:25:28,2025-08-20 14:26:01,"(464,458)","(274,229)",img_981,27
6b6257ea,2025-08-20 14:26:11,2025-08-20 14:26:44,"(16,168)","(120,235)",img_697,28
6b6257ea,2025-08-20 14:26:56,2025-08-20 14:27:29,"(0,421)","(441,38)",img_901,29
6b6257ea,2025-08-20 14:27:35,2025-08-20 14:28:08,"(368,370)","(300,123)",img_428,30
6b6257ea,2025-08-20 14:28:15,2025-08-20 14:28:48,"(416,370)","(255,272)",img_859,31
6b6257ea,2025-08-20 14:29:01,2025-08-20 14:29:34,"(226,328)","(179,354)",img_456,32
6b6257ea,2025-08-20 14:29:46,2025-08-20 14:30:19,"(318,179)","(38,370)",img_243,33
6b6257ea,2025-08-20 14:30:25,2025-08-20 14:30:58,"(418,174)","(213,492)",img_790,34
6b6257ea,2025-08-20 14:31:09,2025-08-20 14:31:42,"(193,60)","(168,193)",img_363,35
6b6257ea,2025-08-20 14:31:57,2025-08-20 14:32:30,"(133,182)","(481,426)",img_331,36
6b6257ea,2025-08-20 14:32:44,2025-08-20 14:33:17,"(309,469)","(255,372)",img_821,37
6b6257ea,2025-08-20 14:33:22,2025-08-20 14:33:55,"(459,132)","(227,90)",img_699,38
6b6257ea,2025-08-20 14:34:04,2025-08-20 14:34:37,"(69,383)","(464,5)",img_631,39
6b6257ea,2025-08-20 14:34:43,2025-08-20 14:35:16,"(141,70)","(412,212)",img_113,40
6b6257ea,2025-08-20 14:35:28,2025-08-20 14:36:01,"(285,363)","(477,209)",img_397,41
6b6257ea,2025-08-20 14:36:15,2025-08-20 14:36:48,"(121,476)","(256,346)",img_693,42
6b6257ea,2025-08-20 14:36:59,2025-08-20 14:37:32,"(455,332)","(335,158)",img_372,43
6b6257ea,2025-08-20 14:37:37,2025-08-20 14:38:10,"(72,116)","(78,385)",img_976,44
6b6257ea,2025-08-20 14:38:23,2025-08-20 14:38:56,"(332,342)","(456,45)",img_668,45
6b6257ea,2025-08-20 14:39:10,2025-08-20 14:39:43,"(498,390)","(141,171)",img_663,46
6b6257ea,2025-08-20 14:39:58,2025-08-20 14:40:31,"(222,465)","(57,464)",img_979,47
dcf83b0d,2025-08-20 14:09:00,2025-08-20 14:09:37,"(7,488)","(175,36)",img_494,1
dcf83b0d,2025-08-20 14:09:52,2025-08-20 14:10:29,"(171,454)","(106,80)",img_928,2
dcf83b0d,2025-08-20 14:10:40,2025-08-20 14:11:17,"(168,146)","(223,371)",img_915,3
dcf83b0d,2025-08-20 14:11:28,2025-08-20 14:12:05,"(400,315)","(16,221)",img_176,4
dcf83b0d,2025-08-20 14:12:19,2025-08-20 14:12:56,"(93,371)","(487,48)",img_479,5
dcf83b0d,2025-08-20 14:13:11,2025-08-20 14:13:48,"(166,212)","(399,295)",img_213,6
dcf83b0d,2025-08-20 14:13:57,2025-08-20 14:14:34,"(231,235)","(165,289)",img_100,7
dcf83b0d,2025-08-20 14:14:40,2025-08-20 14:15:17,"(46,87)","(264,155)",img_273,8
dcf83b0d,2025-08-20 14:15:22,2025-08-20 14:15:59,"(205,70)","(77,470)",img_791,9
dcf83b0d,2025-08-20 14:16:06,2025-08-20 14:16:43,"(429,483)","(265,58)",img_625,10
dcf83b0d,2025-08-20 14:16:56,2025-08-20 14:17:33,"(304,262)","(493,401)",img_456,11
dcf83b0d,2025-08-20 14:17:42,2025-08-20 14:18:19,"(443,19)","(135,12)",img_788,12
dcf83b0d,2025-08-20 14:18:24,2025-08-20 14:19:01,"(245,27)","(237,148)",img_679,13
dcf83b0d,2025-08-20 14:19:16,2025-08-20 14:19:53,"(324,232)","(100,434)",img_984,14
dcf83b0d,2025-08-20 14:20:02,2025-08-20 14:20:39,"(478,499)","(338,19)",img_601,15
dcf83b0d,2025-08-20 14:20:53,2025-08-20 14:21:30,"(469,65)","(113,242)",img_432,16
dcf83b0d,2025-08-20 14:21:37,2025-08-20 14:22:14,"(20,258)","(197,142)",img_509,17
dcf83b0d,2025-08-20 14:22:23,2025-08-20 14:23:00,"(189,372)","(458,258)",img_151,18
dcf83b0d,2025-08-20 14:23:05,2025-08-20 14:23:42,"(484,172)","(361,410)",img_112,19
dcf83b0d,2025-08-20 14:23:53,2025-08-20 14:24:30,"(156,313)","(114,424)",img_732,20
dcf83b0d,2025-08-20 14:24:35,2025-08-20 14:25:12,"(0,439)","(439,52)",img_286,21
dcf83b0d,2025-08-20 14:25:19,2025-08-20 14:25:56,"(108,381)","(65,72)",img_309,22
dcf83b0d,2025-08-20 14:26:05,2025-08-20 14:26:42,"(331,220)","(182,307)",img_629,23
dcf83b0d,2025-08-20 14:26:57,2025-08-20 14:27:34,"(52,79)","(404,351)",img_447,24
dcf83b0d,2025-08-20 14:27:44,2025-08-20 14:28:21,"(46,421)","(210,224)",img_834,25
dcf83b0d,2025-08-20 14:28:26,2025-08-20 14:29:03,"(123,7)","(136,390)",img_435,26
dcf83b0d,2025-08-20 14:29:14,2025-08-20 14:29:51,"(166,490)","(154,55)",img_301,27
dcf83b0d,2025-08-20 14:29:58,2025-08-20 14:30:35,"(467,169)","(244,80)",img_301,28
dcf83b0d,2025-08-20 14:30:44,2025-08-20 14:31:21,"(34,179)","(403,82)",img_286,29
dcf83b0d,2025-08-20 14:31:30,2025-08-20 14:32:07,"(94,225)","(141,154)",img_214,30
dcf83b0d,2025-08-20 14:32:16,2025-08-20 14:32:53,"(302,86)","(137,222)",img_411,31
dcf83b0d,2025-08-20 14:33:06,2025-08-20 14:33:43,"(386,149)","(35,21)",img_608,32
dcf83b0d,2025-08-20 14:33:57,2025-08-20 14:34:34,"(264,6)","(371,73)",img_727,33
dcf83b0d,2025-08-20 14:34:45,2025-08-20 14:35:22,"(395,187)","(464,9)",img_452,34
dcf83b0d,2025-08-20 14:35:30,2025-08-20 14:36:07,"(50,184)","(55,430)",img_111,35
dcf83b0d,2025-08-20 14:36:17,2025-08-20 14:36:54,"(89,241)","(19,205)",img_638,36
dcf83b0d,2025-08-20 14:37:03,2025-08-20 14:37:40,"(250,204)","(171,211)",img_851,37
dcf83b0d,2025-08-20 14:37:49,2025-08-20 14:38:26,"(33,316)","(106,68)",img_287,38
dcf83b0d,2025-08-20 14:38:35,2025-08-20 14:39:12,"(137,328)","(282,94)",img_628,39
dcf83b0d,2025-08-20 14:39:22,2025-08-20 14:39:59,"(350,278)","(232,178)",img_993,40
dcf83b0d,2025-08-20 14:40:12,2025-08-20 14:40:49,"(335,206)","(193,448)",img_762,41
dcf83b0d,2025-08-20 14:41:00,2025-08-20 14:41:37,"(12,48)","(377,436)",img_508,42
dcf83b0d,2025-08-20 14:41:46,2025-08-20 14:42:23,"(424,370)","(354,295)",img_439,43
dcf83b0d,2025-08-20 14:42:36,2025-08-20 14:43:13,"(181,428)","(141,136)",img_737,44
dcf83b0d,2025-08-20 14:43:21,2025-08-20 14:43:58,"(203,425)","(475,34)",img_670,45
dcf83b0d,2025-08-20 14:44:11,2025-08-20 14:44:48,"(248,116)","(5,187)",img_671,46
dcf83b0d,2025-08-20 14:44:58,2025-08-20 14:45:35,"(241,101)","(394,455)",img_132,47
7a74b0e5,2025-08-20 14:07:00,2025-08-20 14:07:24,"(458,239)","(61,164)",img_471,1
7a74b0e5,2025-08-20 14:07:34,2025-08-20 14:07:58,"(416,118)","(97,332)",img_487,2
7a74b0e5,2025-08-20 14:08:08,2025-08-20 14:08:32,"(188,155)","(200,55)",img_282,3
7a74b0e5,2025-08-20 14:08:37,2025-08-20 14:09:01,"(197,446)","(328,65)",img_226,4
7a74b0e5,2025-08-20 14:09:07,2025-08-20 14:09:31,"(105,473)","(397,410)",img_638,5
7a74b0e5,2025-08-20 14:09:46,2025-08-20 14:10:10,"(320,315)","(136,111)",img_934,6
7a74b0e5,2025-08-20 14:10:23,2025-08-20 14:10:47,"(190,139)","(369,357)",img_232,7
7a74b0e5,2025-08-20 14:11:00,2025-08-20 14:11:24,"(367,126)","(445,154)",img_628,8
7a74b0e5,2025-08-20 14:11:37,2025-08-20 14:12:01,"(382,379)","(173,443)",img_797,9
7a74b0e5,2025-08-20 14:12:10,2025-08-20 14:12:34,"(17,471)","(265,391)",img_798,10
7a74b0e5,2025-08-20 14:12:47,2025-08-20 14:13:11,"(33,458)","(142,68)",img_541,11
7a74b0e5,2025-08-20 14:13:19,2025-08-20 14:13:43,"(284,220)","(433,455)",img_359,12
7a74b0e5,2025-08-20 14:13:53,2025-08-20 14:14:17,"(490,43)","(254,66)",img_736,13
7a74b0e5,2025-08-20 14:14:22,2025-08-20 14:14:46,"(356,94)","(422,499)",img_606,14
7a74b0e5,2025-08-20 14:14:55,2025-08-20 14:15:19,"(275,441)","(237,75)",img_545,15
7a74b0e5,2025-08-20 14:15:24,2025-08-20 14:15:48,"(305,493)","(65,191)",img_137,16
7a74b0e5,2025-08-20 14:15:55,2025-08-20 14:16:19,"(64,474)","(430,398)",img_935,17
7a74b0e5,2025-08-20 14:16:26,2025-08-20 14:16:50,"(345,208)","(258,428)",img_796,18
7a74b0e5,2025-08-20 14:16:59,2025-08-20 14:17:23,"(47,220)","(176,206)",img_388,19
7a74b0e5,2025-08-20 14:17:36,2025-08-20 14:18:00,"(210,481)","(309,13)",img_593,20
7a74b0e5,2025-08-20 14:18:08,2025-08-20 14:18:32,"(184,485)","(266,468)",img_682,21
7a74b0e5,2025-08-20 14:18:47,2025-08-20 14:19:11,"(12,116)","(466,464)",img_497,22
7a74b0e5,2025-08-20 14:19:23,2025-08-20 14:19:47,"(240,465)","(377,36)",img_323,23
7a74b0e5,2025-08-20 14:20:00,2025-08-20 14:20:24,"(416,325)","(87,41)",img_965,24
7a74b0e5,2025-08-20 14:20:33,2025-08-20 14:20:57,"(460,22)","(204,99)",img_737,25
7a74b0e5,2025-08-20 14:21:07,2025-08-20 14:21:31,"(153,340)","(494,422)",img_300,26
7a74b0e5,2025-08-20 14:21:42,2025-08-20 14:22:06,"(490,381)","(415,41)",img_300,27
7a74b0e5,2025-08-20 14:22:14,2025-08-20 14:22:38,"(247,152)","(9,433)",img_569,28
7a74b0e5,2025-08-20 14:22:47,2025-08-20 14:23:11,"(301,272)","(322,211)",img_374,29
7a74b0e5,2025-08-20 14:23:24,2025-08-20 14:23:48,"(447,443)","(1,7)",img_406,30
7a74b0e5,2025-08-20 14:24:00,2025-08-20 14:24:24,"(416,57)","(36,427)",img_851,31
7a74b0e5,2025-08-20 14:24:35,2025-08-20 14:24:59,"(100,252)","(22,235)",img_461,32
7a74b0e5,2025-08-20 14:25:04,2025-08-20 14:25:28,"(325,34)","(30,388)",img_536,33
7a74b0e5,2025-08-20 14:25:41,2025-08-20 14:26:05,"(427,308)","(469,50)",img_708,34
7a74b0e5,2025-08-20 14:26:10,2025-08-20 14:26:34,"(124,332)","(208,198)",img_365,35
7a74b0e5,2025-08-20 14:26:44,2025-08-20 14:27:08,"(481,223)","(124,178)",img_157,36
7a74b0e5,2025-08-20 14:27:15,2025-08-20 14:27:39,"(452,361)","(424,438)",img_807,37
7a74b0e5,2025-08-20 14:27:47,2025-08-20 14:28:11,"(309,261)","(52,34)",img_724,38
7a74b0e5,2025-08-20 14:28:23,2025-08-20 14:28:47,"(357,446)","(173,100)",img_813,39
7a74b0e5,2025-08-20 14:28:52,2025-08-20 14:29:16,"(499,49)","(73,448)",img_113,40
7a74b0e5,2025-08-20 14:29:26,2025-08-20 14:29:50,"(72,32)","(128,54)",img_746,41
7a74b0e5,2025-08-20 14:29:55,2025-08-20 14:30:19,"(93,227)","(444,331)",img_743,42
7a74b0e5,2025-08-20 14:30:30,2025-08-20 14:30:54,"(331,215)","(374,413)",img_168,43
7a74b0e5,2025-08-20 14:31:00,2025-08-20 14:31:24,"(317,213)","(61,214)",img_209,44
7a74b0e5,2025-08-20 14:31:30,2025-08-20 14:31:54,"(91,24)","(113,214)",img_446,45
7a74b0e5,2025-08-20 14:32:00,2025-08-20 14:32:24,"(194,498)","(348,87)",img_639,46
7a74b0e5,2025-08-20 14:32:32,2025-08-20 14:32:56,"(199,15)","(378,441)",img_513,47
9a66857f,2025-08-20 14:08:00,2025-08-20 14:08:37,"(416,401)","(161,124)",img_266,1
9a66857f,2025-08-20 14:08:51,2025-08-20 14:09:28,"(232,247)","(83,387)",img_320,2
9a66857f,2025-08-20 14:09:38,2025-08-20 14:10:15,"(137,196)","(447,414)",img_414,3
9a66857f,2025-08-20 14:10:30,2025-08-20 14:11:07,"(235,462)","(490,290)",img_331,4
9a66857f,2025-08-20 14:11:17,2025-08-20 14:11:54,"(367,205)","(135,369)",img_140,5
9a66857f,2025-08-20 14:12:02,2025-08-20 14:12:39,"(23,87)","(196,116)",img_832,6
9a66857f,2025-08-20 14:12:51,2025-08-20 14:13:28,"(409,133)","(262,39)",img_540,7
9a66857f,2025-08-20 14:13:42,2025-08-20 14:14:19,"(268,486)","(155,145)",img_950,8
9a66857f,2025-08-20 14:14:29,2025-08-20 14:15:06,"(210,343)","(106,100)",img_655,9
9a66857f,2025-08-20 14:15:19,2025-08-20 14:15:56,"(333,280)","(477,284)",img_105,10
9a66857f,2025-08-20 14:16:03,2025-08-20 14:16:40,"(78,313)","(129,402)",img_442,11
9a66857f,2025-08-20 14:16:54,2025-08-20 14:17:31,"(63,430)","(57,310)",img_477,12
9a66857f,2025-08-20 14:17:40,2025-08-20 14:18:17,"(160,51)","(347,372)",img_304,13
9a66857f,2025-08-20 14:18:31,2025-08-20 14:19:08,"(38,25)","(480,279)",img_137,14
9a66857f,2025-08-20 14:19:13,2025-08-20 14:19:50,"(129,443)","(283,500)",img_133,15
9a66857f,2025-08-20 14:19:57,2025-08-20 14:20:34,"(326,263)","(84,48)",img_566,16
9a66857f,2025-08-20 14:20:47,2025-08-20 14:21:24,"(54,36)","(118,188)",img_622,17
9a66857f,2025-08-20 14:21:31,2025-08-20 14:22:08,"(228,137)","(214,443)",img_969,18
9a66857f,2025-08-20 14:22:23,2025-08-20 14:23:00,"(157,4)","(247,40)",img_457,19
9a66857f,2025-08-20 14:23:10,2025-08-20 14:23:47,"(485,145)","(422,176)",img_111,20
9a66857f,2025-08-20 14:24:01,2025-08-20 14:24:38,"(95,167)","(172,167)",img_523,21
9a66857f,2025-08-20 14:24:47,2025-08-20 14:25:24,"(375,171)","(477,356)",img_133,22
9a66857f,2025-08-20 14:25:33,2025-08-20 14:26:10,"(276,451)","(409,21)",img_244,23
9a66857f,2025-08-20 14:26:25,2025-08-20 14:27:02,"(68,412)","(115,10)",img_343,24
9a66857f,2025-08-20 14:27:08,2025-08-20 14:27:45,"(33,366)","(57,201)",img_532,25
9a66857f,2025-08-20 14:27:53,2025-08-20 14:28:30,"(136,421)","(334,147)",img_742,26
9a66857f,2025-08-20 14:28:35,2025-08-20 14:29:12,"(424,46)","(488,51)",img_100,27
9a66857f,2025-08-20 14:29:24,2025-08-20 14:30:01,"(396,173)","(23,147)",img_860,28
9a66857f,2025-08-20 14:30:14,2025-08-20 14:30:51,"(298,56)","(335,309)",img_830,29
9a66857f,2025-08-20 14:31:04,2025-08-20 14:31:41,"(269,415)","(465,276)",img_746,30
9a66857f,2025-08-20 14:31:55,2025-08-20 14:32:32,"(233,96)","(371,156)",img_754,31
9a66857f,2025-08-20 14:32:43,2025-08-20 14:33:20,"(88,187)","(317,233)",img_271,32
9a66857f,2025-08-20 14:33:33,2025-08-20 14:34:10,"(272,317)","(400,64)",img_126,33
9a66857f,2025-08-20 14:34:20,2025-08-20 14:34:57,"(54,237)","(110,366)",img_159,34
9a66857f,2025-08-20 14:35:06,2025-08-20 14:35:43,"(14,27)","(195,384)",img_112,35
9a66857f,2025-08-20 14:35:55,2025-08-20 14:36:32,"(206,405)","(231,250)",img_340,36
9a66857f,2025-08-20 14:36:46,2025-08-20 14:37:23,"(105,411)","(337,64)",img_150,37
9a66857f,2025-08-20 14:37:35,2025-08-20 14:38:12,"(92,186)","(314,303)",img_290,38
9a66857f,2025-08-20 14:38:18,2025-08-20 14:38:55,"(298,295)","(202,357)",img_570,39
9a66857f,2025-08-20 14:39:04,2025-08-20 14:39:41,"(482,445)","(335,301)",img_376,40
9a66857f,2025-08-20 14:39:46,2025-08-20 14:40:23,"(347,439)","(97,463)",img_975,41
9a66857f,2025-08-20 14:40:32,2025-08-20 14:41:09,"(380,368)","(22,225)",img_228,42
9a66857f,2025-08-20 14:41:19,2025-08-20 14:41:56,"(146,489)","(326,153)",img_713,43
9a66857f,2025-08-20 14:42:04,2025-08-20 14:42:41,"(130,287)","(393,16)",img_283,44
9a66857f,2025-08-20 14:42:49,2025-08-20 14:43:26,"(233,254)","(310,412)",img_923,45
9a66857f,2025-08-20 14:43:39,2025-08-20 14:44:16,"(371,147)","(357,246)",img_420,46
9a66857f,2025-08-20 14:44:23,2025-08-20 14:45:00,"(322,265)","(10,373)",img_830,47
6cc7735d,2025-08-20 14:01:00,2025-08-20 14:01:31,"(303,394)","(405,369)",img_790,1
6cc7735d,2025-08-20 14:01:39,2025-08-20 14:02:10,"(165,395)","(215,369)",img_575,2
6cc7735d,2025-08-20 14:02:25,2025-08-20 14:02:56,"(241,79)","(316,457)",img_387,3
6cc7735d,2025-08-20 14:03:04,2025-08-20 14:03:35,"(354,316)","(247,278)",img_377,4
6cc7735d,2025-08-20 14:03:45,2025-08-20 14:04:16,"(267,120)","(415,127)",img_379,5
